NP_415169.1	WP_000776104.1	100	100	rlmH	b0636	rlmH	LF82_RS03010														Geneid		LF82_WT_1	LF82_WT_2	LF82_WT_3	SD105_1	SD105_2	SD105_3
NP_414589.1	WP_000377124.1	100	99.516	kefC	b0047	kefC	LF82_RS00245														LF82_RS10780	#N/A	425.75	358.24	326.75	373.3	707.15	148.39
NP_414664.4	WP_001295568.1	100	100	yacC	b0122	yacC	LF82_RS00655														LF82_RS10785	b2042	863.9	736.19	1053.41	564.13	944.33	469.47
NP_417316.1	WP_000741810.1	100	98.392	lysR	b2839	lysR	LF82_RS14845														LF82_RS10790	b2043	11.17	14.96	23.62	10.9	26.73	8.39
NP_418170.1	WP_000082693.1	100	99.551	adeP	b3714	adeP	LF82_RS19515														LF82_RS10795	b2044	15.57	14.88	23.81	17.51	43.78	12.29
NP_417230.1	WP_001173653.1	100	99.005	cysC	b2750	cysC	LF82_RS14275														LF82_RS10800	b2045	4.45	5.46	6.2	7.37	4.48	4.49
NP_418817.1	WP_000920355.1	100	97.333	creD	b4400	creD	LF82_RS23520														LF82_RS10805	b2046	6.8	0.72	7.45	2.73	4.6	1.62
NP_415631.1	WP_012578883.1	100	99.375	ldtC	b1113	ldtC	LF82_RS05630														LF82_RS10810	b2047	2.5	1.87	5.17	4.5	3.97	2.26
NP_415522.1	WP_001044311.1	100	98.789	agp	b1002	agp	LF82_RS05080														LF82_RS10815	b2048	1.79	3.62	6.41	1.11	2.77	1.6
NP_417851.4	WP_001264138.1	100	97.761	hofP	b3392	hofP	LF82_RS17730														LF82_RS10820	b2049	3.46	5.39	3.08	4.33	4.88	2.61
NP_415627.1	WP_001295966.1	100	99.77	ndh	b1109	ndh	LF82_RS05610														LF82_RS10825	b2050	4.92	4.36	6.02	3	4.8	2.64
NP_415139.2	WP_000887629.1	100	100	ahpF	b0606	ahpF	LF82_RS02870														LF82_RS10830	b2051	1	1.5	1.62	2	3.65	0.83
NP_416677.1	WP_001091922.1	100	98.156	yeiQ	b2172	yeiQ	LF82_RS11445														LF82_RS10835	b2052	1.85	2.84	9.1	2.62	7.28	0.67
NP_415924.1	WP_000097824.1	100	98.601	pdxI	b1406	pdxI	LF82_RS07235														LF82_RS10840	b2053	2.86	4.65	9.9	5.39	3.12	2.14
YP_026277.1	WP_001223800.1	100	100	cpxP	b4484	cpxP	LF82_RS20640														LF82_RS10845	b2054	3.9	1.84	8.08	2.72	4.03	1.5
NP_418148.1	WP_000127076.1	100	96.575	dgoK	b3693	dgoK	LF82_RS19405														LF82_RS10850	b2055	2.86	7.34	7.45	7.45	7.74	2.51
NP_416755.1	WP_000879110.1	100	98.5	ais	b2252	ais	LF82_RS11860														LF82_RS10855	b2056	6.87	2.55	15.04	8.52	8.55	2.64
NP_417011.1	WP_001090832.1	100	92.899	rodZ	b2516	rodZ	LF82_RS13015														LF82_RS10860	b2057	3.09	2.84	11	6.08	4.52	0.68
NP_415721.1	WP_000505872.1	100	99.725	ychF	b1203	ychF	LF82_RS06385														LF82_RS10865	b2058	0.88	0.1	1.75	0.33	0.7	0.33
NP_416140.1	WP_000567511.1	100	99.399	add	b1623	add	LF82_RS08435														LF82_RS10870	b2059	1.28	1.79	6.58	2.56	3.89	0.5
NP_418184.1	WP_000867146.1	100	100	pstS	b3728	pstS	LF82_RS19580														LF82_RS10875	b2060	10.17	10.04	13.51	8.05	15.07	5.5
NP_416396.1	WP_000763867.1	100	100	cheY	b1882	cheY	LF82_RS09795														LF82_RS10880	b2061	0.38	0	0.18	0	0.87	1.12
NP_416810.1	WP_000569958.1	100	100	hisM	b2307	hisM	LF82_RS12125														LF82_RS10885	b2062	1.42	0.74	7.12	6.96	3.96	5.27
NP_415763.1	WP_000994908.1	100	99.401	oppF	b1247	oppF	LF82_RS06635														LF82_RS25970	#N/A	0.5	0.44	0.83	0.67	0.2	0
NP_417306.1	WP_000957911.1	100	99.733	ptsP	b2829	ptsP	LF82_RS14785														LF82_RS10890	b2063	34.12	24	63.27	37	90.28	47.17
NP_416490.1	WP_000532923.1	100	100	yeeN	b1983	yeeN	LF82_RS10355														LF82_RS10895	b2064	195.82	136.87	281.94	264.89	430.56	172.77
NP_415849.1	WP_001262123.1	100	100	uspE	b1333	uspE	LF82_RS07095														LF82_RS10900	b2065	141.4	125.55	217.7	155.77	309.74	171.79
NP_417670.1	WP_001176599.1	100	100	hpf	b3203	hpf	LF82_RS16780														LF82_RS10905	b2066	173.76	131.6	202.34	147.24	307.77	136.15
NP_415171.1	WP_001351014.1	100	97.044	cobC	b0638	cobC	LF82_RS03020														LF82_RS10910	b2067	66.44	64.96	159.71	197.94	204.41	64.04
YP_026280.1	WP_000373936.1	100	99.222	nudC	b3996	nudC	LF82_RS21095														LF82_RS10915	b2068	7.47	8.36	16.9	17.8	16.24	5.1
NP_417898.1	WP_001314206.1	100	93.827	yhhY	b3441	yhhY	LF82_RS18020														LF82_RS10920	b2069	50.93	46.47	34.19	44.35	49.29	12.83
NP_414679.1	WP_001298424.1	100	69.307	yadL	b0137	yadL	LF82_RS00735														LF82_RS10925	b2070	17.71	7.51	40	18.98	19.7	7.23
NP_418019.4	WP_001296516.1	100	97.241	yiaA	b3562	yiaA	LF82_RS18720														LF82_RS10930	b2072	1.83	2	4.58	3	1	2.12
NP_417531.1	WP_001272796.1	100	100	plsY	b3059	plsY	LF82_RS16105														LF82_RS10935	b2073	24.54	21.45	45.15	32.58	48.64	21.17
NP_416524.1	WP_000009596.1	100	98.157	hisD	b2020	hisD	LF82_RS10700														LF82_RS25755	#N/A	1	1	3.5	3.25	0	0
NP_414996.1	WP_001295833.1	100	99.748	acrA	b0463	acrA	LF82_RS02280														LF82_RS25760	#N/A	3	5.08	5	6	3	1
NP_415288.1	WP_000815435.1	100	100	pgl	b0767	pgl	LF82_RS03620														LF82_RS10940	b2074	13.61	21.42	26.29	23.28	20.06	7.43
NP_418751.4	WP_001151839.1	100	96.196	kptA	b4331	kptA	LF82_RS23155														LF82_RS10945	b2075	32.41	19.21	66.45	31.48	55.72	23
NP_417562.1	WP_001199370.1	100	99.394	uxaA	b3091	uxaA	LF82_RS16265														LF82_RS10950	b2076	31.9	30.73	57.24	22.03	50.94	18.39
NP_417043.1	WP_001124926.1	100	97.859	yphF	b2548	yphF	LF82_RS13145														LF82_RS10955	b2077	13.17	9.31	27.67	17.82	19.37	8.25
NP_415126.1	WP_000026787.1	100	99.44	entE	b0594	entE	LF82_RS02805														LF82_RS10960	b2078	15.41	13.26	41.77	24.05	36.95	13.17
NP_417717.2	WP_000913396.1	100	100	mreB	b3251	mreB	LF82_RS16980														LF82_RS10965	b2079	35.25	21.88	112.54	33.07	53.33	28.68
NP_417381.1	WP_000068706.1	100	99.451	gcvT	b2905	gcvT	LF82_RS15085														LF82_RS10970	b2080	13.72	8.6	44.53	33	32.31	11
NP_418750.2	WP_014640271.1	100	98.238	yjiH	b4330	yjiH	LF82_RS23150														LF82_RS10975	#N/A	5.31	4.75	2.28	4.39	3	0.81
NP_415283.1	WP_000891515.1	100	100	acrZ	b0762	acrZ	LF82_RS03595														LF82_RS10980	#N/A	10.95	15.16	21.37	19.01	20.45	6.97
NP_416722.2	WP_000876055.1	100	99.473	rcsC	b2218	rcsC	LF82_RS11690														LF82_RS10985	#N/A	11.94	10.74	20.36	12.03	40.09	12.02
YP_026246.1	WP_000379257.1	100	99.283	hdfR	b4480	hdfR	LF82_RS19750														LF82_RS10990	#N/A	3.71	3.67	8.94	6.4	7.5	3.05
NP_417299.1	WP_000946906.1	100	99.287	recC	b2822	recC	LF82_RS14750														LF82_RS10995	b2081	84.23	58.42	61.05	71.38	139.76	60.35
NP_417001.1	WP_000755178.1	100	99.441	yfgI	b2506	yfgI	LF82_RS12950														LF82_RS11000	b2085	2.07	0.83	0.8	1.25	1.91	0
NP_417350.1	WP_000037999.1	100	99.355	yqeA	b2874	arcC	LF82_RS14930														LF82_RS11005	b4498	15.2	4.33	22.27	26.41	27.86	10
NP_415040.1	WP_014640108.1	100	99.157	gcl	b0507	gcl	LF82_RS02495														LF82_RS11010	#N/A	23.1	30.51	74.78	55.67	60.53	32.77
NP_417532.1	WP_000935202.1	100	99.355	ttdR	b3060	ttdR	LF82_RS16110														LF82_RS11015	b2091	3.89	2.29	8.17	4.25	10.24	4.17
NP_416998.1	WP_000772715.1	100	99.331	pdeF	b2503	pdeF	LF82_RS12930														LF82_RS11020	#N/A	2.8	6.27	16.05	10.55	10.19	2.83
NP_417371.1	WP_001055874.1	100	100	fldB	b2895	fldB	LF82_RS15040														LF82_RS11025	b2093	0.62	1.47	1.7	1.29	2.46	1
NP_417190.1	WP_000029647.1	100	98.956	norV	b2710	norV	LF82_RS14050														LF82_RS11030	b2094	1.46	2.36	2.05	1.67	1.1	0.55
NP_418453.1	WP_000745753.1	100	99.14	yjbH	b4029	yjbH	LF82_RS21315														LF82_RS11035	b2095	4.53	2.16	7.87	0.86	4.02	1.52
NP_417859.1	WP_000660483.1	100	100	hslR	b3400	hslR	LF82_RS17770														LF82_RS11040	b2096	0.25	0.63	4.41	1.72	1.56	0.58
NP_416559.1	WP_000927017.1	99	96.761	wcaE	b2055	wcaE	LF82_RS10850														LF82_RS11045	b2097	11.68	7.95	40.19	23.5	30.43	17.21
NP_418690.4	WP_001442090.1	100	99.115	ahr	b4269	ahr	LF82_RS26315														LF82_RS11050	b2098	7.47	4.95	11.19	6.83	7.87	6.1
NP_418208.1	WP_001361088.1	100	99.676	rbsK	b3752	rbsK	LF82_RS19700														LF82_RS11055	b2099	13.18	12.24	27.95	15.17	21.69	10.86
YP_010051206.1	WP_212734239.1	100	86.957	ysaE	b4793	cspA	LF82_RS26280														LF82_RS11060	b2100	9.44	5.86	19.97	6.82	3.94	3.83
NP_417919.1	WP_001042003.1	100	100	ftsX	b3462	ftsX	LF82_RS18125														LF82_RS11065	b2101	31.05	18.95	44.98	39.96	73.62	27.63
NP_416268.2	WP_001215329.1	100	98.196	ynjB	b1754	ynjB	LF82_RS09115														LF82_RS11070	b2102	5.77	2.07	7.31	3.69	6.9	3.06
NP_417869.1	WP_000157585.1	100	97.436	feoC	b3410	feoC	LF82_RS17830														LF82_RS11075	b2103	11	8.08	11.28	7.45	13.42	5.72
NP_416815.1	WP_000334221.1	100	99.802	purF	b2312	purF	LF82_RS12150														LF82_RS11080	b2104	77.4	74.18	79.61	41.14	68.2	20.12
NP_417275.1	WP_000628002.1	100	99.78	ppnN	b2795	ppnN	LF82_RS14485														LF82_RS11085	b2105	11.28	8.05	13.25	9	25.25	10.33
NP_417005.2	WP_001196894.1	100	63.38	yfgJ	b2510	sinH	LF82_RS12985														LF82_RS11090	b2106	28.76	19.33	33.67	19.81	27.16	5.12
NP_417599.1	WP_000347252.1	100	97.403	yhaV	b3130	yhaV	LF82_RS16425														LF82_RS11095	b2107	74.78	87.11	197.96	99.7	144.08	44.5
NP_414876.1	WP_001350624.1	100	96.552	lacA	b0342	lacA	LF82_RS01740														LF82_RS11100	b2108	6.2	4.13	10.7	10.58	13.87	4.52
NP_416832.1	WP_001297933.1	100	99.723	aroC	b2329	aroC	LF82_RS12235														LF82_RS11105	b2109	7.56	24	16.81	7.04	9.37	3.14
NP_417981.2	WP_001339928.1	100	99.271	yhjG	b3524	yhjG	LF82_RS18480														LF82_RS11110	b2110	2.64	2.12	6.26	2.97	2.94	0.39
NP_415586.1	WP_000736142.1	100	99.023	yceM	b1068	yceM	LF82_RS05405														LF82_RS11115	b2111	0.34	0.7	3.96	2.91	3.45	1.11
NP_416678.1	WP_000198796.1	100	98.171	yeiR	b2173	yeiR	LF82_RS11450														LF82_RS11125	b2112	4.5	2.72	7.86	6	6.49	5.25
NP_418325.4	WP_001314326.1	100	90.278	yiiE	b3889	yiiE	LF82_RS20525														LF82_RS11130	b2113	50.32	30.75	59.62	86.63	138.98	45
NP_418381.1	WP_000424855.1	100	98.182	fsaB	b3946	fsa	LF82_RS20830														LF82_RS11135	b2114	234.52	167.71	287.71	334.43	589.44	220.84
NP_416931.1	WP_001298446.1	100	98.997	hemF	b2436	hemF	LF82_RS12685														LF82_RS11140	b2115	48.72	50.13	81.94	47.17	78.46	49.68
NP_418735.2	WP_000824098.1	100	98.883	fimI	b4315	fimI	LF82_RS22995														LF82_RS11145	b2118	18.11	19.76	70.15	34.95	35	19.73
NP_415605.2	WP_001125202.1	100	100	yceF	b1087	yceF	LF82_RS05500														LF82_RS11150	b4541	1.35	2.94	4.86	5.29	4.46	2
NP_417658.4	WP_000004487.1	100	97.938	mlaB	b3191	mlaB	LF82_RS16720														LF82_RS11160	b2119	32.7	24.65	25.64	9.01	14.5	10.54
NP_416152.1	WP_000765740.1	100	99.005	gstA	b1635	gstA	LF82_RS08505														LF82_RS11165	b2120	26.03	14.77	18.29	19.94	20.57	5.07
NP_414694.1	WP_001295787.1	100	98.986	fhuD	b0152	fhuD	LF82_RS00810														LF82_RS11170	b2121	16.35	9.7	25.25	5.99	15.89	4.88
NP_418159.1	WP_000239731.1	100	99.16	rnpA	b3704	rnpA	LF82_RS19460														LF82_RS11175	b2122	17.03	27.18	93.36	16.19	27.72	22
NP_416049.1	WP_000803537.1	100	93.056	marB	b1532	marB	LF82_RS07840														LF82_RS11180	b2123	11.87	6.14	14.49	4.29	11.23	2
NP_415673.1	WP_000782984.1	99	49.275	tfaP	b1155	smpB	LF82_RS13610														LF82_RS11185	b2124	108.12	68.72	164.22	154.53	212.49	57.25
NP_417524.1	WP_000869177.1	100	99.79	hldE	b3052	hldE	LF82_RS16065														LF82_RS11190	b2125	60.25	30.17	157	122.31	179.72	84.69
NP_416795.1	WP_001012899.1	100	100	yfbS	b2292	yfbS	LF82_RS12045														LF82_RS11195	b2126	96.22	50.81	208.16	173.52	181.64	82.78
NP_417601.1	WP_000681923.1	100	99.296	kbaZ	b3132	kbaZ	LF82_RS16435														LF82_RS11200	b2127	14.33	8.91	32.25	39.35	34.5	11
NP_414995.1	WP_001132469.1	100	100	acrB	b0462	acrB	LF82_RS02275														LF82_RS11205	b4542	35.25	30	46.58	73	114.5	25
NP_415268.1	WP_001295307.1	100	100	tolB	b0740	tolB	LF82_RS03480														LF82_RS11210	b2128	1.67	1.56	10.08	8.98	8.87	7.42
NP_415055.1	WP_000815560.1	99	98.588	purK	b0522	purK	LF82_RS02565														LF82_RS11215	b2129	7.03	4.19	7.52	4.98	16.27	6.71
NP_414977.1	WP_001194552.1	100	98.485	fadM	b0443	fadM	LF82_RS02185														LF82_RS11220	b2130	9.4	3.37	11.59	26.84	22.22	12.8
NP_417398.1	WP_000493346.1	100	98.578	argO	b2923	argO	LF82_RS15155														LF82_RS11225	b2131	34.68	23.41	54.38	92.97	131.2	41.35
NP_415648.1	WP_001265481.1	100	99.552	phoP	b1130	phoP	LF82_RS05720														LF82_RS11230	b2132	78.62	57.74	104.71	152.64	228.08	154.97
NP_418272.1	WP_000573618.1	100	99.685	metR	b3828	metR	LF82_RS20075														LF82_RS11235	b2133	105	80.78	291.07	200.72	228.16	91.83
NP_416749.4	WP_001297939.1	100	98.834	yfaV	b2246	yfaV	LF82_RS11830														LF82_RS11240	b2134	199.53	193.42	372.78	142.17	229	70.16
NP_415383.1	WP_001001691.1	100	100	artQ	b0862	artQ	LF82_RS04115														LF82_RS11245	b2135	9.56	6.45	22.88	1.49	6.98	3.37
NP_416700.1	WP_000982439.1	99	99.69	ccmF	b2196	ccmF	LF82_RS11570														LF82_RS11250	b2136	23.73	28.51	61.13	87.21	132.52	28.85
NP_416607.1	WP_001195613.1	100	95.42	thiM	b2104	thiM	LF82_RS11080														LF82_RS11255	b2137	4.1	3.27	10.29	5.67	7.29	2.33
NP_414586.1	WP_000203741.1	100	100	fixX	b0044	fixX	LF82_RS00230														LF82_RS11260	#N/A	7.07	1.02	16.77	6.74	11.15	7.7
NP_418752.1	WP_001141222.1	100	99.235	yjiJ	b4332	yjiJ	LF82_RS23160														LF82_RS11265	b4679	2.25	0	0	4	3.83	0
NP_417064.1	WP_000790169.1	100	99.833	lepA	b2569	lepA	LF82_RS13260														LF82_RS11270	b2140	28.45	34.06	19.63	15.12	34.75	24.3
YP_010051173.1	WP_211180485.1	100	100	yadX	b4765	yadX	LF82_RS26040														LF82_RS11275	b2141	7.33	8.25	16.64	19.21	28.15	7.48
NP_416321.1	WP_001220976.1	100	99.134	tsaB	b1807	tsaB	LF82_RS09375														LF82_RS11280	b2142	5.83	3.45	16.28	14.7	7.3	5.38
NP_416494.1	WP_001337610.1	98	97.36	ldtA	b1990	ldtA	LF82_RS10515														LF82_RS11285	b2143	178.76	76.9	747.67	58.65	98.22	31.22
NP_415983.1	WP_001166365.1	100	98.268	narW	b1466	narW	LF82_RS07555														LF82_RS11290	b2144	76.58	55.41	271.31	63.05	98.64	44.2
NP_418289.1	WP_000444545.1	100	99.774	pepQ	b3847	pepQ	LF82_RS20275														LF82_RS11295	b2145	33	17.2	62.78	49	42.5	15.5
NP_417522.1	WP_000599932.1	100	96.651	yqiJ	b3050	yqiJ	LF82_RS16050														LF82_RS11300	b2146	11.64	10.81	40.29	18.67	11.62	4.5
NP_416743.1	WP_000948732.1	100	99.779	glpT	b2240	glpT	LF82_RS11795														LF82_RS11305	b2147	2.1	3.25	23.01	14.75	3.5	5
NP_418330.1	WP_012579028.1	100	99.803	fdoG	b3894	fdnG	LF82_RS20545														LF82_RS11310	b2148	262.44	82.81	798.28	632.9	118.28	44.62
NP_415628.1	WP_001043459.1	100	100	ycfJ	b1110	ycfJ	LF82_RS05615														LF82_RS11315	b2149	518.49	122.07	1822.83	1245.71	216.56	117.04
NP_416955.1	WP_000733877.1	100	97.425	eutQ	b2460	eutQ	LF82_RS12760														LF82_RS11320	b2150	635.9	173.3	3204.99	2027.98	307.37	183.95
NP_415778.3	WP_001195271.1	99	97.566	trpC	b1262	trpCF	LF82_RS06715														LF82_RS11325	b2151	36.81	12.74	184.87	90.21	46.89	15.83
NP_416927.1	WP_000838948.1	100	98.953	yfeY	b2432	yfeY	LF82_RS12665														LF82_RS11335	b2152	135.24	117.08	205.83	234.97	332.31	82.24
NP_417212.1	WP_000015480.1	97	98.246	ygbA	b2732	ygbA	LF82_RS14175														LF82_RS11340	b2153	95.72	55.57	190.32	198.04	265.17	106.22
NP_414721.1	WP_001139275.1	100	99.413	lpxD	b0179	lpxD	LF82_RS00935														LF82_RS11350	b2154	37.48	32.1	97.75	52.28	99.05	21.2
NP_416018.1	WP_000726723.1	100	99.341	ydeP	b1501	ydeP	LF82_RS07690														LF82_RS11355	b2155	202.1	122.52	179.56	536.47	465.81	212.66
NP_415129.1	WP_000637953.1	100	100	entH	b0597	entH	LF82_RS02820														LF82_RS11365	b2156	140.07	107.29	97.12	128.13	161.19	113.96
NP_415049.1	WP_014640110.1	100	98.783	allC	b0516	allC	LF82_RS02535														LF82_RS11370	b2157	44.62	31.5	98.48	93.06	116.08	51.08
NP_417342.1	WP_000388180.1	100	99.468	xdhA	b2866	xdhA	LF82_RS14890														LF82_RS11375	b2158	28.58	26.94	53.12	47.93	60.63	27.04
NP_417726.1	WP_001219652.1	100	100	dusB	b3260	dusB	LF82_RS17080														LF82_RS11380	b2159	61.2	37.83	106.43	72.09	101.46	36.72
NP_415155.1	WP_001103088.1	100	98.387	pagP	b0622	pagP	LF82_RS02940														LF82_RS11385	b2160	67.86	44.57	109.39	63.96	99	35.5
NP_415733.1	WP_000811065.1	100	100	kdsA	b1215	kdsA	LF82_RS06445														LF82_RS11390	b2162	2.34	1.54	5.67	5.67	7.73	1.12
NP_418520.1	WP_000611411.1	100	96.903	phnL	b4096	phnL	LF82_RS21735														LF82_RS11395	b2163	4.67	3.25	23.22	20.26	11.04	4.5
NP_418264.4	WP_001277142.1	100	100	yigI	b3820	yigI	LF82_RS20035														LF82_RS11400	b2164	2.8	5.46	17.29	49	18.32	6.67
NP_414602.1	WP_000035617.1	100	98.34	polB	b0060	polB	LF82_RS00310														LF82_RS11405	b2165	5.52	5.33	9.25	108.64	15.68	1.84
NP_416896.4	WP_001298577.1	100	97.531	pdeA	b2395	pdeA	LF82_RS12485														LF82_RS11410	b2166	1.47	3.3	6.57	68.37	8.92	0.67
NP_417905.1	WP_000826133.1	100	99.315	yhhA	b3448	yhhA	LF82_RS18045														LF82_RS11415	b2167	35.68	24.38	77.83	68.49	52.17	21.57
NP_415541.1	WP_000610441.1	100	99.546	pgaC	b1022	pgaC	LF82_RS05185														LF82_RS11420	b2168	9.81	6.05	42.22	40.67	15.51	8.2
NP_415187.1	WP_000020941.1	100	100	gltJ	b0654	gltJ	LF82_RS03065														LF82_RS11425	b2169	20.07	12.17	75.04	39.38	39.57	17
NP_414548.1	WP_001112565.1	100	99.16	yaaJ	b0007	yaaJ	LF82_RS00035														LF82_RS11430	b2170	9.75	8.4	15.01	15.27	30.88	13.75
NP_415981.1	WP_000804425.1	100	95.96	yddE	b1464	yddE	LF82_RS07545														LF82_RS11435	b4502	37.42	61.1	58.25	102.25	113.58	35.62
NP_417595.1	WP_001058227.1	100	99.609	garL	b3126	garL	LF82_RS16405														LF82_RS11440	b2171	159.72	108.68	129.08	101.54	137.18	63.22
NP_414850.1	WP_001084388.1	100	99.032	yahB	b0316	yahB	LF82_RS01640														LF82_RS11445	b2172	192.16	75.58	583.84	99.7	92.87	42.22
NP_416880.1	WP_000785920.1	100	99.757	alaC	b2379	alaC	LF82_RS12410														LF82_RS11450	b2173	79.58	54.35	213.85	45.12	71.58	44
NP_418112.1	WP_014640233.1	100	98.594	yicH	b3655	yicH	LF82_RS19160														LF82_RS11455	b2174	128.26	131.87	131.05	77.11	130.01	63.25
NP_418736.3	WP_000066579.1	100	98.755	fimC	b4316	fimC	LF82_RS23000														LF82_RS11460	b2175	811.13	583.78	1317.91	713.62	1053.2	310
NP_416155.1	WP_001282319.1	100	100	pdxH	b1638	pdxH	LF82_RS08520														LF82_RS11465	b2176	160.81	123.51	286.28	172.35	294.64	54.87
NP_414759.1	WP_001225679.1	100	100	dpaA	b0224	dpaA	LF82_RS01305														LF82_RS11470	b2177	102.51	69.74	246.49	124.04	188.54	64.22
NP_414752.1	WP_001049698.1	100	81.226	yafT	b0217	dnaQ	LF82_RS01130														LF82_RS11475	b2178	42.66	33.85	104.32	55.99	68.64	29.14
NP_415926.4	WP_000177539.1	99	97	ynbA	b1408	ynbA	LF82_RS07240														LF82_RS11480	b2179	40.2	21.79	49.06	34.92	57.37	26.24
NP_416511.4	WP_000450409.1	100	100	tmaR	b2007	tmaR	LF82_RS10645														LF82_RS11485	b2180	60	43.34	98.09	89.6	121.35	39.6
NP_417910.1	WP_000803580.1	100	99.315	ugpB	b3453	ugpB	LF82_RS18070														LF82_RS11490	b2181	134.56	145.69	271.37	130.88	156.09	32.63
NP_415200.1	WP_000337085.1	100	99.819	asnB	b0674	asnB	LF82_RS03145														LF82_RS11495	b2182	224.48	124.53	211.98	73.89	100.51	56.38
NP_417745.1	WP_000114984.1	100	100	def	b3287	def	LF82_RS17220														LF82_RS11500	b2183	331	277.53	465.42	116.1	203	53.25
NP_415388.1	WP_001255186.1	100	98.913	amiD	b0867	amiD	LF82_RS04140														LF82_RS11505	b2184	31.67	24.12	79.42	53.59	94.64	33.3
NP_414556.1	WP_001118464.1	100	99.468	dnaJ	b0015	dnaJ	LF82_RS00070														LF82_RS11510	b2185	1298.1	1160.8	1191.99	1034.85	1608.2	759.16
NP_415163.2	WP_000284027.1	100	100	lipB	b0630	lipB	LF82_RS02980														LF82_RS11515	b2186	119.85	91.5	140.99	114.19	170.07	82.14
NP_418278.1	WP_014640245.1	100	98.01	ubiJ	b3834	ubiJ	LF82_RS20220														LF82_RS11520	b2187	53.67	43.5	62.62	52.5	105.2	21.25
NP_415859.1	WP_000123773.1	100	98.687	dbpA	b1343	dbpA	LF82_RS07155														LF82_RS11525	#N/A	335.27	258.14	317.68	385.5	666.81	174.04
NP_416293.1	WP_000153502.1	100	100	gapA	b1779	gapA	LF82_RS09245														LF82_RS11530	#N/A	5328.61	4115.39	9795.87	5937.15	9845.38	3064.64
NP_416635.1	WP_001131268.1	100	97.377	osmF	b2131	osmF	LF82_RS11225														LF82_RS25975	b2190	13.3	10.54	21.28	14.04	22.39	6
NP_415344.1	WP_000209354.1	100	99.383	ybiW	b0823	ybiW	LF82_RS03915														LF82_RS11555	b2193	63.32	67.48	115.37	90	175	27.5
NP_416688.1	WP_001234850.1	100	100	rsuA	b2183	rsuA	LF82_RS11500														LF82_RS11560	b2194	19.92	20.96	20.72	22.99	51.18	23.92
NP_416336.1	WP_000010139.1	100	97.026	rlmA	b1822	rlmA	LF82_RS09465														LF82_RS11565	b2195	4.98	5.38	8.2	12.52	15.8	8.72
YP_588447.1	WP_001065862.1	100	97.222	ymgF	b4520	ymgF	LF82_RS26350														LF82_RS11570	b2196	23.42	15.69	48.85	41.44	45.82	34.21
NP_417955.1	WP_001337565.1	100	99.706	prlC	b3498	prlC	LF82_RS18310														LF82_RS11575	b2197	8.5	7.83	12.59	4.74	13.12	7.14
NP_416673.1	WP_000091263.1	100	100	fruK	b2168	fruK	LF82_RS11420														LF82_RS11580	b2198	36.78	17.5	39.5	27.38	53.56	3.75
YP_026287.1	WP_001298035.1	100	92.216	yjgM	b4256	yjgM	LF82_RS22850														LF82_RS11585	b2199	10.14	9.2	16.04	24.75	25.22	11.55
NP_418491.1	WP_000832548.1	100	99.454	actP	b4067	actP	LF82_RS21555														LF82_RS11590	b2200	7.15	6.15	11.75	13.25	13.58	8.17
NP_416920.1	WP_000290263.1	99	99.11	cysP	b2425	cysP	LF82_RS12640														LF82_RS11595	b2201	23.25	17.21	42.3	35.57	66.72	16.05
NP_418645.2	WP_000288812.1	94	42.5	chpS	b4224	tnpA	LF82_RS10415														LF82_RS11600	b2202	8.3	5	19.17	28.31	24.61	11.5
NP_416650.1	WP_000383096.1	100	100	yeiS	b2145	yeiS	LF82_RS11295														LF82_RS11605	b2203	6.58	5.08	11.18	13.52	17.03	11.4
NP_418744.1	WP_000833684.1	100	98.833	uxuR	b4324	uxuR	LF82_RS23045														LF82_RS11610	b2204	6.3	5.29	8.38	25.62	22.12	13.17
NP_418171.1	WP_000078058.1	100	86.878	yieH	b3715	yieH	LF82_RS19520														LF82_RS11615	b2205	5.02	2.83	8.83	23.5	33.18	10.5
NP_416471.1	WP_014640165.1	100	96.104	yedJ	b1962	yedJ	LF82_RS10180														LF82_RS11620	b2206	46.42	17.47	83.7	334.03	296.57	110.33
NP_416790.1	WP_000386733.1	100	100	nuoB	b2287	nuoB	LF82_RS12020														LF82_RS11625	b2207	2.83	1.25	3.57	55.33	56.83	28.92
YP_026181.1	WP_000196936.1	100	98.746	srlE	b2703	srlE	LF82_RS14015														LF82_RS11630	b2208	9.33	2.57	8.57	114.2	100.2	26.03
NP_418676.1	WP_000002952.1	100	99.275	rraB	b4255	rraB	LF82_RS22845														LF82_RS11640	b2209	40	25.08	81.65	174.86	222.29	119.31
NP_417383.1	WP_000111201.1	100	98.214	ubiH	b2907	ubiH	LF82_RS15095														LF82_RS11645	b2210	142.31	94.94	170.92	117.54	229.74	122.81
NP_418467.1	WP_000646078.1	100	100	lexA	b4043	lexA	LF82_RS21390														LF82_RS11650	b2211	156.35	133.94	149.25	80.35	133.8	63.1
