acc_MG	acc_LF82	Perc_cov	Perc_id	gene_name_MG	gene_id_MG	gene_name_LF82	gene_id_LF82	Log2FC_LF82	padj_LF82	Log2FC_MG	padj_MG
NP_418199.1	WP_000432970.1	100	100	asnC	b3743	asnC	LF82_RS19655	-0.025747387	0.952185899	0.140188053	0.542043374
NP_414710.1	WP_001018194.1	100	100	map	b0168	map	LF82_RS00880	0.295604312	0.200545547	-0.643722571	7.49055E-08
NP_416783.1	WP_000393511.1	100	100	nuoJ	b2280	nuoJ	LF82_RS11985	0.45267663	0.090828701	0.200766315	0.181009709
NP_415116.1	WP_001350196.1	100	97.864	fepA	b0584	fepA	LF82_RS02750	0.840294225	0.018074192	0.099643658	0.683101537
NP_418792.1	WP_000175940.1	100	100	prfC	b4375	prfC	LF82_RS23375	-0.029826546	0.944426637	0.075080794	0.419866373
NP_417557.1	WP_000942555.1	100	96.087	ygjQ	b3086	ygjQ	LF82_RS16240	0.096882354	0.809857006	-0.018929979	0.953872713
NP_415587.1	WP_001050672.1	100	99.804	murJ	b1069	murJ	LF82_RS05410	-0.084246796	0.83405945	-0.283242852	0.042105926
NP_416222.1	WP_001330300.1	100	96.203	rflP	b1707	ydiV	LF82_RS08880	-0.687853579	0.014470091	0.969394941	1.65053E-07
NP_418374.1	WP_000197205.1	100	99.482	metB	b3939	metB	LF82_RS20765	0.230667004	0.461203301	0.01359446	0.94989095
NP_415438.1	WP_000011612.1	100	99.597	kdsB	b0918	kdsB	LF82_RS04415	0.571857021	0.031576253	-0.578245943	7.59386E-07
NP_414640.1	WP_000905803.1	100	99.778	secA	b0098	secA	LF82_RS00510	0.06239542	0.865735676	-0.556562886	0.032589892
NP_414947.1	WP_000543535.1	100	100	nrdR	b0413	nrdR	LF82_RS02030	-0.0589376	0.875565536	0.131762624	0.374318437
NP_414703.1	WP_000753936.1	100	99.367	degP	b0161	degP	LF82_RS00855	-0.149460484	0.681960072	0.583982835	3.68906E-07
NP_416647.1	WP_000968208.1	100	100	yohK	b2142	yohK	LF82_RS11280	0.061631414	0.877582561	-0.070153044	0.785359188
NP_417019.1	WP_000523612.1	100	96.97	iscX	b2524	iscX	LF82_RS13055	0.33700042	0.299376863	0.069655469	0.675809276
NP_415941.5	WP_000375944.1	100	99.637	opgD	b1424	opgD	LF82_RS07310	-0.059545044	0.866365463	0.225093203	0.084592099
NP_418688.1	WP_001197422.1	100	97.959	idnD	b4267	idnD	LF82_RS22905	-0.098561278	NA	0.250931228	NA
NP_417932.1	WP_000285789.1	100	98.974	acpT	b3475	acpT	LF82_RS18190	0.486194099	0.090828701	-0.229555971	0.110332638
NP_415306.1	WP_000852287.1	100	99.333	moaE	b0785	moaE	LF82_RS03720	0.350156817	0.258009142	0.046144415	0.788950285
NP_416020.1	WP_000825470.1	100	97.605	ydeR	b1503	ydeR	LF82_RS07700	NA	NA	0.016085546	NA
NP_415737.1	WP_001169659.1	100	99.145	ychN	b1219	ychN	LF82_RS06470	-0.161441416	0.654613626	0.036394435	0.880902717
NP_418466.1	WP_000002899.1	100	99.18	dgkA	b4042	dgkA	LF82_RS21385	0.399124296	0.193661961	-0.394365853	0.049749031
NP_415526.4	WP_001764407.1	100	99.321	rutG	b1006	rutG	LF82_RS05105	-0.181439979	NA	0.08491537	NA
NP_417748.1	WP_000691382.1	100	100	trkA	b3290	trkA	LF82_RS17235	0.054018008	0.893589315	0.066285241	0.640476436
NP_415275.1	WP_001109185.1	100	98.286	aroG	b0754	aroG	LF82_RS03555	-0.349222998	0.272378317	0.037130395	0.805202824
NP_415381.1	WP_001295905.1	100	99.588	artJ	b0860	artJ	LF82_RS04105	-0.014387379	NA	-0.296867672	0.195317649
NP_417635.1	WP_000089698.1	100	100	truB	b3166	truB	LF82_RS16595	-0.003585402	0.991955726	-0.169756203	0.089765053
NP_415185.1	WP_000631388.1	100	98.34	gltL	b0652	gltL	LF82_RS03055	0.060102616	0.879540677	-0.012058956	0.961844171
NP_416514.4	WP_001296209.1	100	99.742	dacD	b2010	dacD	LF82_RS10660	0.089503771	NA	-0.430785963	0.067071226
NP_415057.1	WP_000212234.1	100	98.333	lpxH	b0524	lpxH	LF82_RS02580	-0.092019813	0.808751371	-0.417505898	0.004242416
NP_414911.1	WP_001304845.1	100	99.754	sbmA	b0377	sbmA	LF82_RS01845	-0.460682019	0.096612729	-0.04045804	0.868787938
NP_415284.1	WP_000113014.1	100	98.054	modA	b0763	modA	LF82_RS03600	-0.606199139	0.009283084	0.292284931	0.078718523
NP_417810.1	WP_000081823.1	99	100	kefG	b3351	kefG	LF82_RS17550	0.375301006	0.251200885	-0.468020162	0.052325193
NP_415339.1	WP_000056450.1	100	97.849	ybiR	b0818	ybiR	LF82_RS03895	-0.269307186	0.346598902	0.202379936	0.254290346
NP_417389.1	WP_000189743.1	100	100	rpiA	b2914	rpiA	LF82_RS15125	0.179382364	0.587593073	-0.113735794	0.293952766
NP_416604.1	WP_000434049.1	100	99.597	yegW	b2101	yegW	LF82_RS11065	0.30945282	0.301598976	-0.259181698	0.200868052
NP_417537.1	WP_001144069.1	100	100	rpsU	b3065	rpsU	LF82_RS16135	-0.14796231	0.683236724	0.016953659	0.880902717
NP_414572.1	WP_000543585.1	100	99.634	dapB	b0031	dapB	LF82_RS00150	-0.899930338	0.001320367	1.21070692	2.29642E-18
NP_417105.1	WP_001059176.1	100	99.658	nadK	b2615	nadK	LF82_RS13525	0.076429142	0.841048521	-0.188453098	0.294946073
NP_418574.1	WP_001350795.1	100	97.613	ampC	b4150	ampC	LF82_RS22305	-1.620548318	1.34864E-23	1.734815209	2.45768E-26
YP_026228.1	WP_000747632.1	100	99.087	yiaD	b3552	yiaD	LF82_RS18670	-0.173614767	0.599563789	-0.219003706	0.174513223
NP_416207.1	WP_000383457.1	100	99.653	ydiB	b1692	ydiB	LF82_RS08795	-0.056625617	NA	0.007940564	NA
NP_418282.1	WP_000109949.1	100	99.612	tatC	b3839	tatC	LF82_RS20240	-0.078525706	0.81842194	-0.152298539	0.194386114
NP_418011.1	WP_000455798.1	100	100	yiaG	b3555	yiaG	LF82_RS18685	0.126336399	0.73849032	-0.179808165	NA
NP_417704.1	WP_001257847.1	100	99.359	argR	b3237	argR	LF82_RS16915	0.050751511	0.874196541	0.074201657	0.627851483
NP_415982.1	WP_000617136.1	100	88.053	narV	b1465	narI	LF82_RS07550	0.112923619	NA	-0.154661335	NA
NP_414700.1	WP_001129927.1	100	100	btuF	b0158	btuF	LF82_RS00840	-0.243844007	0.420133549	0.207146041	0.19429459
NP_416868.1	WP_001018714.1	100	100	emrY	b2367	emrY	LF82_RS12345	-0.260015024	NA	-0.100246059	0.740431832
YP_009518785.1	WP_014640148.1	100	97.906	ydeT	b1505	ydeS	LF82_RS07710	0.190812277	0.591334192	-0.510317462	NA
NP_414965.1	WP_000467180.1	100	100	cyoB	b0431	cyoB	LF82_RS02120	0.316681271	0.336451768	0.035637707	0.79420139
NP_416425.1	WP_000106474.1	100	100	yecF	b1915	yecF	LF82_RS09950	0.390650147	0.201702166	-0.755083244	0.000559335
NP_416872.4	WP_001296273.1	100	98.163	yfdE	b2371	yfdE	LF82_RS12365	-0.163184048	NA	0.107792283	NA
NP_415359.4	WP_014640119.1	100	99.519	gstB	b0838	gstB	LF82_RS03990	0.407858201	0.162160949	-0.394018362	0.043107404
NP_416342.4	WP_001296135.1	100	99.344	yebQ	b1828	yebQ	LF82_RS09505	0.273602469	0.415668328	-0.314776403	0.175698939
NP_418018.1	WP_001182664.1	100	98.792	wecH	b3561	wecH	LF82_RS18715	-0.03601885	0.929525351	0.154776869	0.578796343
NP_415692.1	WP_001185665.1	100	100	minE	b1174	minE	LF82_RS06215	-0.258349071	0.406107524	0.243099472	0.036317707
NP_418524.1	WP_000171616.1	100	96.392	phnH	b4100	phnH	LF82_RS21755	NA	NA	NA	NA
NP_416996.1	WP_001296288.1	100	99.855	ppk	b2501	ppk1	LF82_RS12920	-0.117581315	0.679425839	0.097497328	0.465088975
NP_416167.1	WP_000093605.1	100	99.452	nemA	b1650	nemA	LF82_RS08580	0.479867181	0.069178545	-0.233558219	0.164955483
NP_418788.1	WP_001272351.1	100	98.834	rsmC	b4371	rsmC	LF82_RS23355	-0.598805294	0.040376021	0.935131294	1.53602E-24
NP_415007.1	WP_001313630.1	100	99.533	adk	b0474	adk	LF82_RS02340	0.101785166	0.776042063	-0.291664686	0.000567384
NP_417194.2	WP_015912547.1	100	98.512	ascG	b2714	ascG	LF82_RS14070	-0.026470509	0.948314769	0.089994633	0.707523326
NP_418812.1	WP_000942350.1	100	99.07	ytjC	b4395	gpmB	LF82_RS23495	0.967447196	0.000420455	-0.863088896	7.21811E-09
YP_588456.1	WP_001211011.1	100	100	yobH	b4536	yobH	LF82_RS09495	-1.794691613	1.01539E-07	2.109811268	6.49068E-26
NP_417408.1	WP_000428784.1	100	99.567	cmtA	b2933	cmtA	LF82_RS15225	-0.103118145	NA	-0.057829091	0.85439096
NP_417288.1	WP_000044401.1	100	100	gcvA	b2808	gcvA	LF82_RS14550	-0.163023056	0.631343878	0.126434692	0.431829893
NP_417092.1	WP_001168045.1	100	99.719	aroF	b2601	aroF	LF82_RS13455	-0.393121596	0.171945084	0.797839085	2.6108E-10
NP_417778.1	WP_000424395.1	100	100	rplD	b3319	rplD	LF82_RS17385	0.066436341	0.870440206	-0.190986685	0.027689789
NP_417429.1	WP_001174737.1	100	97.97	rdgB	b2954	rdgB	LF82_RS15340	0.120387297	0.730661061	-0.292563769	0.049503158
NP_415391.1	WP_000566394.1	100	98.799	ltaE	b0870	ltaE	LF82_RS04155	-0.175786042	0.577924005	0.091897914	0.610859161
NP_415106.1	WP_000717133.1	100	98.771	cusB	b0574	cusB	LF82_RS02680	-0.249547914	NA	0.080621218	0.792198887
YP_026231.1	WP_000144359.1	100	99.52	avtA	b3572	avtA	LF82_RS18770	-1.140516041	0.00021938	0.685042983	5.54402E-12
NP_418430.2	WP_001314341.1	100	97.163	zraP	b4002	zraP	LF82_RS21125	NA	NA	0.072877782	NA
NP_416919.1	WP_000458408.1	100	99.639	cysU	b2424	cysT	LF82_RS12635	0.069013764	NA	0.169134925	0.552283821
NP_418577.1	WP_000829496.1	100	99.59	frdB	b4153	frdB	LF82_RS22320	0.645557474	0.041638935	0.134323523	0.601907077
NP_416843.1	WP_000425018.1	100	96.499	fadJ	b2341	fadJ	LF82_RS12295	-0.198236266	0.554476203	0.01254578	0.965782121
NP_414571.1	WP_001239171.1	99	97.69	rihC	b0030	rihC	LF82_RS00140	0.267074602	0.430388603	-0.018440827	0.949131066
NP_416913.1	WP_000096640.1	100	98.94	pdxK	b2418	pdxK	LF82_RS12610	-0.010125616	0.980160802	0.081018891	0.739738506
NP_415931.4	WP_000139499.1	100	99.077	hrpA	b1413	hrpA	LF82_RS07265	0.713241741	0.003822503	-0.392658962	3.48995E-05
NP_415523.1	WP_001143120.1	100	100	yccJ	b1003	yccJ	LF82_RS05085	0.170646186	0.631343878	0.183926779	0.51101587
NP_415027.1	WP_001313633.1	99	99.517	tesA	b0494	tesA	LF82_RS02460	-1.262911185	0.000389912	0.699719132	0.000753236
NP_417028.1	WP_000553451.1	100	100	suhB	b2533	suhB	LF82_RS13100	-0.539680091	0.104586899	0.144405165	0.176693671
NP_418641.1	WP_001269283.1	100	99.48	tamA	b4220	tamA	LF82_RS22685	0.0762539	0.81842194	-0.053274114	0.757918583
YP_588440.1	WP_001228695.1	100	98.333	rzoD	b4510	rzoD	LF82_RS25120	NA	NA	NA	NA
NP_415316.1	WP_001331961.1	99	99.396	ybhG	b0795	hlyD	LF82_RS03770	0.055784372	0.891322522	-0.158731519	0.490183288
NP_415796.1	WP_000891353.1	100	100	lapB	b1280	lapB	LF82_RS06825	0.225231486	0.369418387	-0.377187958	0.002118882
NP_417866.4	WP_000980737.1	100	99.094	yhgF	b3407	feoA	LF82_RS25855	0.63754986	0.076721912	-0.067292514	0.577015894
NP_418246.1	WP_000921791.1	100	100	hemY	b3802	hemY	LF82_RS19940	0.697765547	0.004638497	-0.484806577	5.30449E-06
NP_417707.1	WP_000510955.1	100	99.389	aaeB	b3240	aaeB	LF82_RS16930	-0.023803179	0.955769988	-0.357439159	0.174513223
YP_026215.2	WP_000818618.1	100	100	aroK	b3390	aroK	LF82_RS17720	0.244128827	0.407604307	-0.468042484	9.35271E-09
NP_415786.1	WP_001278906.1	100	100	btuR	b1270	cobO	LF82_RS06750	0.083795978	0.83653498	-0.43000143	0.037331025
NP_417762.1	WP_000940121.1	100	100	rpsE	b3303	rpsE	LF82_RS17305	0.064865397	0.87282075	-0.206128022	0.015955446
NP_415559.1	WP_001360656.1	100	99.338	csgB	b1041	csgB	LF82_RS05260	NA	NA	NA	NA
NP_418158.1	WP_000831330.1	100	100	rpmH	b3703	rpmH	LF82_RS19455	-0.230181966	0.492746601	0.045044908	0.758377955
NP_418499.1	WP_001032543.1	100	95.276	nrfF	b4075	nrfF	LF82_RS21595	-0.06711496	NA	-0.061572217	NA
NP_414668.1	WP_000651600.1	100	99.545	can	b0126	can	LF82_RS00680	-0.053254968	0.892741751	-0.797048659	1.10847E-13
NP_416283.1	WP_000438809.1	100	98.894	ydjE	b1769	ydjE	LF82_RS09195	0.02600964	0.949615407	0.199322279	0.470535674
NP_418740.1	WP_000832234.1	100	98.667	fimH	b4320	fimH	LF82_RS24990	-0.1490559	NA	0.116678911	0.696287888
NP_416933.4	WP_001295463.1	100	99.398	eutK	b2438	eutK	LF82_RS12695	-0.175539162	NA	0.367187293	0.146522685
NP_416153.1	WP_001443142.1	99	98.951	pdxY	b1636	pdxY	LF82_RS08510	-0.135767492	0.678251755	0.696675094	1.74816E-09
NP_418585.4	WP_000041976.1	100	99.429	rsgA	b4161	rsgA	LF82_RS22350	-0.153101823	0.586902203	0.288229633	0.002839239
NP_417003.1	WP_001296289.1	100	99.795	guaB	b2508	guaB	LF82_RS12960	1.762053367	4.38977E-05	-0.447342339	8.62119E-06
NP_416615.1	WP_001046487.1	100	93.548	yehE	b2112	yehE	LF82_RS11125	0.057115683	NA	0.08082333	0.789114481
NP_415514.1	WP_001264957.1	100	98.538	torT	b0994	torT	LF82_RS05045	0.042772161	0.920315039	-0.451531416	NA
NP_418091.1	WP_001171873.1	100	99.371	coaD	b3634	coaD	LF82_RS19055	0.356216161	0.203402012	-0.130830723	0.403673843
NP_418530.1	WP_001193413.1	100	98.855	phnC	b4106	phnC	LF82_RS21780	-0.099797803	NA	0.141395871	NA
NP_418113.1	WP_000702873.1	100	98.446	yicI	b3656	yicI	LF82_RS19205	-0.008876642	0.982569505	-0.116564937	0.640350147
NP_415993.1	WP_000045647.1	100	99.078	fdnI	b1476	fdnI	LF82_RS07595	0.145443286	0.684048471	-0.136269471	0.620528447
NP_414897.1	WP_000860428.1	100	98.995	yaiP	b0363	yaiP	LF82_RS01790	-0.022320939	NA	-0.142390688	NA
NP_415831.1	WP_000833575.1	100	99.145	ycjS	b1315	ycjS	LF82_RS07000	-0.135020994	NA	0.169367751	NA
NP_415768.1	WP_000171272.1	100	98.745	tonB	b1252	tonB	LF82_RS06665	0.506008305	0.067458107	-0.423687703	0.01864229
NP_417262.1	WP_000254750.1	100	99.099	mazF	b2782	mazF	LF82_RS14415	0.266329364	0.381136842	0.032617149	0.890435689
YP_026279.1	WP_001166228.1	100	96.97	thiS	b4407	thiS	LF82_RS21070	NA	NA	-0.115739166	NA
NP_414661.2	WP_000384306.1	100	100	yacL	b0119	yacL	LF82_RS00640	-0.744516244	0.010631848	1.297205276	1.92724E-19
NP_416124.1	WP_000524861.1	100	99.099	ydgC	b1607	ydgC	LF82_RS08355	0.033511923	NA	-0.194214734	NA
NP_414968.4	WP_001295326.1	100	100	yajG	b0434	yajG	LF82_RS02135	-0.323612393	0.274095095	0.077595869	0.61099421
NP_415274.1	WP_000784342.1	100	98.413	ybgS	b0753	ybgS	LF82_RS03545	1.135847004	NA	-0.050860994	NA
NP_416966.1	WP_000258253.1	100	96.61	yffB	b2471	yffB	LF82_RS12820	0.15242215	0.674083152	-0.687686351	0.002818178
NP_418359.1	WP_000796345.1	100	97.177	fpr	b3924	fpr	LF82_RS20690	-0.120850087	0.746895669	0.086151554	0.695487777
NP_415014.1	WP_000186633.1	100	99.371	ybaK	b0481	ybaK	LF82_RS02385	-0.136916938	0.703949092	0.087508544	0.687189008
NP_416899.1	WP_000695662.1	100	99.575	gltX	b2400	gltX	LF82_RS12510	-0.077938435	0.844724125	0.332403558	9.77788E-06
NP_415110.1	WP_000351450.1	100	98.618	nfsB	b0578	nfsB	LF82_RS02700	-0.357759868	0.140589655	0.354281218	0.000312805
NP_416921.4	WP_000517443.1	100	99.62	ucpA	b2426	ucpA	LF82_RS12645	0.081485037	0.84188317	-0.180022201	0.230435382
NP_418709.1	WP_122987843.1	91	30.293	fecC	b4289	ygiN	LF82_RS15920	-0.418339933	0.157561324	-0.684873994	2.90567E-08
NP_416627.2	WP_001296231.1	100	99.346	yehR	b2123	yehR	LF82_RS11180	-0.281878236	NA	-0.06155628	NA
NP_414594.1	WP_000241228.1	100	97.872	pdxA	b0052	pdxA	LF82_RS00280	0.232786329	0.416513965	-0.10529247	0.371885918
NP_415154.1	WP_000955057.1	100	99.783	dcuC	b0621	dcuC	LF82_RS02935	-0.116034789	0.758993092	0.073955882	0.807113866
NP_417758.1	WP_000868187.1	100	100	rpmJ	b3299	rpmJ	LF82_RS17285	-0.03170243	0.942046812	-0.12092061	0.281392648
NP_416257.1	WP_001228972.1	100	98.758	spy	b1743	spy	LF82_RS09060	-0.208965759	0.553454716	-0.002500045	0.99063167
NP_416893.1	WP_000186366.1	100	99.515	mntH	b2392	mntH	LF82_RS12475	0.255495559	0.413594627	-0.04675038	0.859362557
NP_414574.1	WP_001126335.1	100	99.348	carB	b0033	carB	LF82_RS00170	-0.040329678	0.925176481	0.319339729	0.065111461
NP_416786.4	WP_014640181.1	100	99.67	nuoG	b2283	nuoG	LF82_RS12000	0.377900164	0.092051868	0.09880183	0.383611603
YP_026222.1	WP_000730252.1	100	100	gntR	b3438	gntR	LF82_RS18000	0.116419743	0.72788363	-0.590880599	0.023970008
NP_416930.1	WP_000102910.1	100	98.616	amiA	b2435	amiA	LF82_RS12680	0.264726272	0.369810323	-0.371086389	0.011701052
NP_415731.1	WP_000200375.1	100	99.231	ychQ	b1213	sirB2	LF82_RS06435	0.112477523	0.770614931	-0.180655521	0.374720557
NP_417966.4	WP_001298717.1	100	100	hdeB	b3509	hdeB	LF82_RS18400	0.311598741	0.356619212	1.509032062	4.53E-10
NP_418228.2	WP_001280776.1	100	100	trxA	b3781	trxA	LF82_RS19825	0.285775785	0.14662016	-0.19649873	0.037099968
NP_415409.1	WP_000228473.1	100	100	lrp	b0889	lrp	LF82_RS04285	-0.242359077	0.425563058	-0.459411249	5.08637E-05
NP_417049.1	WP_001298983.1	100	99.775	glrR	b2554	glrR	LF82_RS13175	0.032345129	0.930314678	0.037522276	0.863878455
NP_416661.1	WP_000534384.1	100	99.796	lysP	b2156	lysP	LF82_RS11365	0.048421058	0.908855498	-0.341426963	0.000780224
NP_418329.1	WP_000331377.1	100	100	fdoH	b3893	fdoH	LF82_RS20540	0.784300515	0.00625632	-0.310792146	0.000215614
NP_415025.4	WP_012601353.1	100	98.944	cnoX	b0492	cnoX	LF82_RS02450	-0.207164306	0.554476203	0.5507131	2.94258E-08
NP_416041.1	WP_000257405.1	100	99.675	glsB	b1524	glsB	LF82_RS07805	0.058246642	0.882117789	-0.509934099	0.012384317
NP_414969.4	WP_000973448.1	100	100	bolA	b0435	bolA	LF82_RS02140	0.092250553	0.802668612	0.43048334	0.009614898
NP_418220.1	WP_001468166.1	100	99.416	ilvA	b3772	ilvA	LF82_RS19790	0.134554665	0.692920624	-0.61500824	0.000626235
NP_415534.1	WP_001764409.1	100	99.242	putA	b1014	putA	LF82_RS05145	1.89274931	0.001182083	-0.093151249	0.719875048
NP_415090.2	WP_000035577.1	100	89.706	ybcV	b0558	pinQ	LF82_RS08065	NA	NA	-0.115568669	NA
NP_415933.1	WP_000115933.1	100	99.165	aldA	b1415	aldA	LF82_RS07275	-0.177916763	0.60208854	0.306415908	0.138301803
NP_415795.1	WP_000876296.1	100	97.059	lapA	b1279	lapA	LF82_RS06820	0.354064191	0.232746086	-0.39343582	0.059336365
YP_026199.1	WP_001082926.1	100	98.544	ebgA	b3076	ebgA	LF82_RS16190	-0.691877884	0.046834234	0.036883104	0.89895482
NP_418474.4	WP_000891396.1	100	95	pspG	b4050	pspG	LF82_RS21415	0.059649364	NA	0.072333376	0.817638329
NP_416610.4	WP_000153067.1	100	100	rcnB	b2107	rcnB	LF82_RS11095	-0.230089671	0.43996306	-0.064998204	0.729209136
NP_416950.1	WP_001075694.1	100	98.501	eutE	b2455	eutE	LF82_RS12735	0.050804031	NA	-0.058085779	NA
NP_415607.1	WP_000290727.1	100	100	rpmF	b1089	rpmF	LF82_RS05510	-0.358866023	0.186315055	0.011050108	0.938972069
NP_418047.1	WP_000582436.1	100	99.511	selB	b3590	selB	LF82_RS18855	-0.024709001	0.946047279	0.271828583	0.015031692
NP_416452.1	WP_000807584.1	100	99.32	fliJ	b1942	fliJ	LF82_RS10085	-0.288662604	0.385685215	-0.434645518	0.003290209
NP_418285.1	WP_000339788.1	100	99.799	ubiD	b3843	ubiD	LF82_RS20255	-0.140563583	0.634936918	0.462117521	9.13253E-10
NP_414763.1	WP_000006238.1	99	96.341	rayT	b0228	rayT	LF82_RS01315	0.154525782	0.661550537	-0.16395011	NA
NP_415397.1	WP_000599806.1	100	99.819	ybjD	b0876	ybjD	LF82_RS04190	0.546839786	0.03893496	-0.379441722	0.047833244
NP_417903.1	WP_000634166.1	100	94.681	yrhB	b3446	yrhB	LF82_RS18035	-0.134355012	NA	-0.074246004	NA
NP_415681.1	WP_001298110.1	100	96.278	bluF	b1163	bluF	LF82_RS06145	0.53375273	0.113443294	-0.599792457	0.007308253
NP_417545.1	WP_000450588.1	100	98.182	ygjH	b3074	ygjH	LF82_RS16180	0.201340266	0.549210551	-0.547326166	NA
NP_417228.1	WP_000517479.1	100	99.029	ftsB	b2748	ftsB	LF82_RS14265	0.21766344	0.496280915	-0.32998532	0.007937234
NP_415588.1	WP_000985014.1	100	97.101	flgN	b1070	flgN	LF82_RS05415	-0.255682659	0.456404219	-0.428396857	4.13193E-05
NP_417096.1	WP_000589793.1	100	98.125	yfiB	b2605	yfiB	LF82_RS13475	0.396625587	0.189728482	0.023816654	0.939863836
NP_417856.1	WP_000045736.1	100	98.925	nudE	b3397	nudE	LF82_RS17755	0.236004182	0.446328317	-1.101228393	5.15675E-17
YP_026170.1	WP_000970100.1	100	99.537	purL	b2557	purL	LF82_RS13190	1.115643069	0.0008303	0.007574149	0.959926254
NP_416143.2	WP_000214176.1	100	99.315	ydgK	b1626	ydgK	LF82_RS08455	-0.446122523	0.162737296	0.512850563	0.001853744
NP_418480.1	WP_000270375.1	100	100	yjbQ	b4056	yjbQ	LF82_RS21490	-0.046881107	0.910128993	-0.340029854	0.104476058
NP_416413.1	WP_001187819.1	100	100	araG	b1900	araG	LF82_RS09865	-0.254708811	NA	-0.002635951	0.99063167
NP_416062.2	WP_000836768.1	100	100	ydfK	b1544	ydfK	LF82_RS07930	0.468905652	0.165278978	-0.307978732	0.168615092
NP_418365.1	WP_001305044.1	100	99.675	menA	b3930	menA	LF82_RS20720	0.60161352	0.046625437	-0.634488225	0.00039083
NP_414757.1	WP_000284050.1	100	100	gmhA	b0222	lpcA	LF82_RS01295	0.473926753	0.067077408	-0.3609031	0.01643582
NP_416294.4	WP_001296124.1	100	97.959	yeaD	b1780	yeaD	LF82_RS09250	-0.257433397	0.438636413	0.250172846	0.131566561
NP_416253.1	WP_001039046.1	100	99.107	osmE	b1739	osmE	LF82_RS09035	1.271323139	0.000888578	-0.64353781	0.011778306
YP_002791242.1	WP_001219350.1	100	100	yoaK	b4676	yoaK	LF82_RS09325	0.121658373	0.748981556	0.210677794	0.44371296
NP_417574.1	WP_001314179.1	99	100	yhaH	b3103	yqjG	LF82_RS16325	0.02013778	0.962914154	0.08437312	0.716605158
NP_414648.1	WP_000157292.1	100	96.25	hofC	b0106	hofC	LF82_RS00540	0.058240808	NA	-0.124077961	0.673093721
YP_009518775.1	WP_001518585.1	100	98.246	ynaL	b4743	ynaL	LF82_RS26355	NA	NA	-0.108638341	NA
NP_415212.1	WP_000773282.1	100	99.213	ybfF	b0686	ybfF	LF82_RS03260	-0.338751791	0.225936607	0.291937707	0.0760639
NP_418549.1	WP_001216466.1	100	99.632	dcuS	b4125	dcuS	LF82_RS21885	0.074508556	0.822712214	0.289035648	0.025900933
NP_416572.1	WP_000288390.1	100	97.518	alkA	b2068	alkA	LF82_RS10915	0.095529095	0.812701457	-0.234394604	0.39262987
NP_418214.2	WP_000058957.1	100	98.419	yifB	b3765	yifB	LF82_RS19760	-0.391791583	0.218970866	0.042569466	0.886071978
NP_417841.2	WP_001296472.1	100	98.333	yhfY	b3382	yhfY	LF82_RS17680	-0.253755758	0.456404219	-0.227329988	0.378327264
NP_414614.1	WP_001140652.1	100	100	leuC	b0072	leuC	LF82_RS00380	-0.02931249	NA	0.220843587	0.39873658
NP_416224.1	WP_000029464.1	100	99.197	btuD	b1709	btuD	LF82_RS08890	-0.014856826	0.969703956	0.14640284	0.431658443
YP_025294.2	WP_000425644.1	100	98.78	ilvI	b0077	ilvI	LF82_RS00405	-0.524568585	0.089193262	0.716928425	3.58657E-05
NP_418608.6	WP_001374875.1	100	98.891	aidB	b4187	aidB	LF82_RS22480	0.117341189	0.758993092	0.627400473	0.014549746
NP_417468.1	WP_000083050.1	100	99.824	hybC	b2994	hybC	LF82_RS15700	-0.042293842	0.917684745	0.120562604	0.521749535
NP_415764.4	WP_000366959.1	100	100	yciU	b1248	yciU	LF82_RS06640	0.308113735	0.336096796	-0.809897072	4.69289E-06
NP_414931.1	WP_000698867.1	100	97.137	sbcC	b0397	sbcC	LF82_RS01950	-0.09817558	0.761729856	0.635354242	1.26853E-07
NP_415009.1	WP_000801820.1	100	95.925	aes	b0476	aes	LF82_RS02350	-0.352001595	0.281426816	-0.024757604	NA
NP_416126.1	WP_000732521.1	100	99.538	rstB	b1609	rstB	LF82_RS08365	-0.256402918	0.336096796	-0.008743595	0.958522111
NP_418551.1	WP_000405647.1	100	98.889	yjdJ	b4127	yjdJ	LF82_RS21895	-0.311091506	0.349960829	1.022240773	0.000851554
NP_417659.1	WP_000476484.1	100	99.526	mlaC	b3192	mlaC	LF82_RS16725	-0.193956349	0.474569862	-0.078857499	0.562896606
NP_417567.1	WP_001166764.1	100	99.213	mzrA	b3096	mzrA	LF82_RS16290	-0.016197456	0.969199078	0.062567242	0.747704112
NP_416117.1	WP_000276149.1	100	100	mdtJ	b1600	mdtJ	LF82_RS08320	1.516240161	0.004374179	-0.70972055	0.008514098
YP_588476.1	WP_000608246.1	100	35.484	sgcB	b4565	rpe	LF82_RS10475	-0.346284376	NA	NA	NA
